Name,Years of experience,Location,City,Consultation Fee,Specialization,Degree
Dr. Vanitha Pudukapu   (Physiotherapist),14 years experience overall,Whitefield,Bangalore,₹300,Physiotherapist,BPTh/BPT
Dr. Kavitha Bhaskar   (Physiotherapist),4 years experience overall,Peenya,Bangalore,₹500,Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy"
Dr. Veena Sisodia   (Physiotherapist),19 years experience overall,HSR Layout,Bangalore,₹500,Physiotherapist,MPTh/MPT - Orthopedic Physiotherapy
Dr. Jyothi K R   (Physiotherapist),13 years experience overall,Kundalahalli,Bangalore,₹500,Physiotherapist,BPTh/BPT
Dr. Valmiki Karthik   (Physiotherapist),12 years experience overall,Whitefield,Bangalore,₹750,Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy"
Dr. Vedha Valli   (Physiotherapist),5 years experience overall,Whitefield,Bangalore,₹300,Physiotherapist,"MPTh/MPT - Neurological Physiotherapy, BPTh/BPT"
Dr. Samson   (Physiotherapist),3 years experience overall,CV Raman Nagar,Bangalore,₹700,Physiotherapist,"BPTh/BPT, MPTh/MPT - Sports Physiotherapy"
Dr. Archishubhra Pal   (Physiotherapist),2 years experience overall,Hennur,Bangalore,₹400,Physiotherapist,BPTh/BPT
Dr. Prof. Madan Mohan M.R.   (Physiotherapist),5 years experience overall,Rajajinagar,Bangalore,₹400,Physiotherapist,MPTh/MPT - Orthopedic Physiotherapy
Dr. Devika K M   (Physiotherapist),3 years experience overall,HSR Layout,Bangalore,₹700,Physiotherapist,BPTh/BPT
Dr. Fiza Taj Samadh   (Physiotherapist),17 years experience overall,CV Raman Nagar,Bangalore,₹300,Physiotherapist,"BPTh/BPT, MPTh/MPT - Sports Physiotherapy"
Dr. Ganapathy M D   (Physiotherapist),2 years experience overall,HRBR Layout,Bangalore,₹400,Physiotherapist,BPTh/BPT
Dr. Sneha K Udayan   (Physiotherapist),4 years experience overall,Banashankari 3rd Stage,Bangalore,₹500,Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy"
Dr. Priyanka Shamanth   (Physiotherapist),7 years experience overall,Basavanagudi,Bangalore,₹300,Physiotherapist,MPTh/MPT - Orthopedic Physiotherapy
Dr. Himanshu Bhagat   (Physiotherapist),5 years experience overall,Mahadevapura,Bangalore,₹2800,Physiotherapist,"BPTh/BPT, Doctor of Chiropractic"
Dr. Aditi Deshmukh   (Physiotherapist),5 years experience overall,Banashankari 3rd Stage,Bangalore,₹500,Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy"
Dr. Aishwarya Srinivasa   (Physiotherapist),1 year experience,Banashankari 3rd Stage,Bangalore,₹500,Physiotherapist,"BPTh/BPT, MPTh/MPT - Cardiovascular & Pulmonary Physiotherapy"
Dr. Sathish   (Physiotherapist),6 years experience overall,Nagawara,Bangalore,₹1000,Physiotherapist,"BPTh/BPT, MPTh/MPT - Cardiovascular & Pulmonary Physiotherapy"
Dr. S.Vijeendran   (Physiotherapist),24 years experience overall,Banashankari 1st Stage,Bangalore,₹500,Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy, Diploma in Physiotherapy"
Dr. Avanthi Prabhakar   (Physiotherapist),12 years experience overall,Kundalahalli,Bangalore,₹450,Physiotherapist,"BPTh/BPT, MPTh/MPT - Musculoskeletal Physiotherapy"
Dr. T. Hari Priya   (Physiotherapist),4 years experience overall,HSR Layout,Bangalore,₹300,Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy"
Dr. Kenneth G. Hebick   (Physiotherapist),23 years experience overall,Malleswaram,Bangalore,₹650,Physiotherapist,BPTh/BPT
Dr. Nizam Hamza   (Physiotherapist),7 years experience overall,KR Puram,Bangalore,₹450,Physiotherapist,"BPTh/BPT, MPTh/MPT - Neurological Physiotherapy"
Dr. Anita Jain   (Physiotherapist),9 years experience overall,Sarjapur Road,Bangalore,₹500,Physiotherapist,BPTh/BPT
Dr. Nikitha Sowmya.N   (Physiotherapist),5 years experience overall,HSR Layout,Bangalore,₹300,Physiotherapist,BPTh/BPT
Dr. Helen S   (Physiotherapist),5 years experience overall,CV Raman Nagar,Bangalore,₹250,Physiotherapist,"MPTh/MPT - Musculoskeletal Physiotherapy, DNHE, BPTh/BPT"
Dr. Anusha K.K   (Physiotherapist),10 years experience overall,Jayanagar 7 Block,Bangalore,₹500,Physiotherapist,BPTh/BPT
Dr. U Poovazhagan   (Physiotherapist),17 years experience overall,KR Puram,Bangalore,₹1200,Physiotherapist,Diploma in Physiotherapy
Dr. Sudharsan V   (Physiotherapist),25 years experience overall,Bellandur,Bangalore,₹600,Physiotherapist,"MPTh/MPT - Orthopedic Physiotherapy, BPTh/BPT"
Dr. Manu Raj   (Physiotherapist),14 years experience overall,Jayanagar,Bangalore,₹400,Physiotherapist,BPTh/BPT
Dr. Sambit Kumar Lenka   (Physiotherapist),13 years experience overall,Mahadevapura,Bangalore,₹500,Physiotherapist,BPTh/BPT
Dr. Venkata Bharath Kumar   (Physiotherapist),18 years experience overall,Koramangala 5 Block,Bangalore,₹500,Physiotherapist,"BPTh/BPT, MPTh/MPT - Sports Physiotherapy"
Dr. Surendra Chaudhary   (Physiotherapist),10 years experience overall,Koramangala 6 Block,Bangalore,₹400,Physiotherapist,"BPTh/BPT, MPTh/MPT - Neurological Physiotherapy"
Dr. Santhoshkumar K   (Physiotherapist),16 years experience overall,Ashoknagar,Bangalore,₹500,Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy"
Dr. Arun Kumar Rawal   (Physiotherapist),13 years experience overall,Indiranagar,Bangalore,₹1300,Physiotherapist,Diploma in Physiotherapy
Dr. Annie Angel Joseph   (Physiotherapist),11 years experience overall,Malleswaram,Bangalore,₹500,Physiotherapist,Diploma in Physiotherapy
Dr. Irshad Akram Pasha   (Physiotherapist),2 years experience overall,Richmond Town,Bangalore,₹400,Physiotherapist,"BPTh/BPT, Diploma in Diet and Nutrition"
Dr. Aparna S   (Physiotherapist),7 years experience overall,Electronics City,Bangalore,₹600,Physiotherapist,BPTh/BPT
Dr. Sindhu Shashidharan   (Physiotherapist),7 years experience overall,HSR Layout,Bangalore,₹300,Physiotherapist,"MPTh/MPT - Musculoskeletal Physiotherapy, BPTh/BPT"
Dr. Pooja S.M   (Physiotherapist),14 years experience overall,Hoodi,Bangalore,₹350,Physiotherapist,BPTh/BPT
Dr. Nice Mathew   (Physiotherapist),13 years experience overall,MS Palya,Bangalore,₹350,Physiotherapist,"BPTh/BPT, MPTh/MPT - Musculoskeletal Physiotherapy"
Dr. Kiran S Murthy   (Physiotherapist),26 years experience overall,Banashankari 2nd Stage,Bangalore,₹400,Physiotherapist,BPTh/BPT
Dr. Karthikeyan   (Physiotherapist),16 years experience overall,Electronics City,Bangalore,₹500,Physiotherapist,BPTh/BPT
Dr. Dimpy Gohrani   (Physiotherapist),11 years experience overall,Hebbal,Bangalore,₹500,Physiotherapist,"MPTh/MPT - Orthopedic Physiotherapy, BPTh/BPT, Diploma in Naturopathy & Yoga (NDDY), Diploma in Health Administration"
Dr. Maithily Kulkarni   (Physiotherapist),7 years experience overall,Bellandur,Bangalore,₹600,Physiotherapist,Diploma in Physiotherapy
Dr. Kamalika M Bhattacharya   (Physiotherapist),25 years experience overall,Kadubeesanahalli,Bangalore,₹500,Physiotherapist,BPTh/BPT
Dr. Sudin Maharjan   (Physiotherapist),11 years experience overall,Banashankari 3rd Stage,Bangalore,₹350,Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy"
Dr. Aditi Singh   (Physiotherapist),19 years experience overall,Jayanagar 9 Block,Bangalore,₹500,Physiotherapist,BPTh/BPT
Dr. Kiran Yadav   (Physiotherapist),12 years experience overall,BTM Layout,Bangalore,₹500,Physiotherapist,BPTh/BPT
Dr. Devendra Naik   (Physiotherapist),3 years experience overall,CV Raman Nagar,Bangalore,₹250,Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy"
Dr. Mohammed Mubeen Ashar   (Physiotherapist),5 years experience overall,Sunkadakatte,Bangalore,₹400,Physiotherapist,"BPTh/BPT, Masters of Physiotheraphy"
Dr. Anmol Thomas   (Physiotherapist),8 years experience overall,Indiranagar,Bangalore,₹1300,Physiotherapist,BPTh/BPT
Dr. Jacob Roshan Mathew   (Physiotherapist),19 years experience overall,Kalyan Nagar,Bangalore,₹700,Physiotherapist,BPTh/BPT
Dr. Ritika Patel   (Physiotherapist),15 years experience overall,Indiranagar,Bangalore,₹650,Physiotherapist,MPTh/MPT - Musculoskeletal Physiotherapy
Dr. Bathri Narayanan   (Physiotherapist),4 years experience overall,Ashoknagar,Bangalore,₹350,Physiotherapist,"BPTh/BPT, Masters of Physiotheraphy"
Dr. Shailendra Kumar Saxena   (Physiotherapist),17 years experience overall,Koramangala,Bangalore,₹500,Physiotherapist,"BPTh/BPT, MPTh/MPT - Sports Physiotherapy"
Dr. Deepthi Panem   (Physiotherapist),11 years experience overall,Malleswaram,Bangalore,₹300,Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy"
Dr. T. Hari Priya   (Physiotherapist),13 years experience overall,Bannerghatta Road,Bangalore,₹500,Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy"
Dr. Maithily Kulkarni   (Physiotherapist),3 years experience overall,Sarjapur Road,Bangalore,₹250,Physiotherapist,BPTh/BPT
Dr. Aishwarya Srinivasa   (Physiotherapist),11 years experience overall,Indiranagar,Bangalore,₹1300,Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy"
Dr. Annie Angel Joseph   (Physiotherapist),12 years experience overall,HSR Layout,Bangalore,₹500,Physiotherapist,BPTh/BPT
Dr. S.Vijeendran   (Physiotherapist),6 years experience overall,Sarjapura,Bangalore,₹350,Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy"
Dr. Sudharsan Venkatesan   (Physiotherapist),1 year experience,Jigani,Bangalore,Free Consultation,Physiotherapist,MPTh/MPT - Orthopedic Physiotherapy
Dr. Snober Rupal   (Physiotherapist),13 years experience overall,Bannerghatta Road,Bangalore,₹1000,Physiotherapist,BPTh/BPT
Dr. Rajnandani   (Physiotherapist),11 years experience overall,Hulimavu,Bangalore,₹350,Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy"
Dr. Asha S V   (Physiotherapist),25 years experience overall,Malleswaram,Bangalore,₹700,Physiotherapist,"MPTh/MPT - Neurological Physiotherapy, BPTh/BPT"
Dr. Ankit Raj   (Physiotherapist),10 years experience overall,Whitefield,Bangalore,₹300,Physiotherapist,"BPTh/BPT, MPTh/MPT - Sports Physiotherapy"
Dr. Rupalini Sastry   (Physiotherapist),18 years experience overall,Sarjapura,Bangalore,₹600,Physiotherapist,BPTh/BPT
Dr. Agalya   (Physiotherapist),15 years experience overall,Mahadevapura,Bangalore,₹500,Physiotherapist,MPTh/MPT - Orthopedic Physiotherapy
Dr. M Sanjeeva Naik   (Physiotherapist),3 years experience overall,Kundalahalli,Bangalore,₹500,Physiotherapist,BPTh/BPT
Dr. Manish Rajput   (Physiotherapist),8 years experience overall,Rajajinagar,Bangalore,Free Consultation,Physiotherapist,"BPTh/BPT, MPTh/MPT - Sports Physiotherapy"
Dr. Anoop Kumar Singh   (Physiotherapist),15 years experience overall,Whitefield,Bangalore,₹400,Physiotherapist,BPTh/BPT
Dr. Akhil Kumar G   (Physiotherapist),2 years experience overall,Kalyan Nagar,Bangalore,₹500,Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy"
Dr. Michael Piterson Debbarma   (Physiotherapist),1 year experience,Whitefield,Bangalore,₹600,Physiotherapist,MPTh/MPT - Orthopedic Physiotherapy
Dr. Sushma   (Physiotherapist),3 years experience overall,Whitefield,Bangalore,₹450,Physiotherapist,"BPTh/BPT, Doctor of Chiropractic"
Dr. Arjun Puranik H L   (Physiotherapist),8 years experience overall,Malleswaram,Bangalore,₹350,Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy"
Dr. Vaishnavi Suresh   (Physiotherapist),11 years experience overall,Whitefield,Bangalore,₹500,Physiotherapist,"BPTh/BPT, MPTh/MPT - Cardiovascular & Pulmonary Physiotherapy"
Dr. G R Chandra Sekhar   (Physiotherapist),11 years experience overall,HRBR Layout,Bangalore,₹450,Physiotherapist,"BPTh/BPT, MPTh/MPT - Cardiovascular & Pulmonary Physiotherapy"
Dr. Rajvee Manvar   (Physiotherapist),15 years experience overall,Banashankari 2nd Stage,Bangalore,₹650,Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy, Diploma in Physiotherapy"
Dr. Moumita Dass   (Physiotherapist),23 years experience overall,Sarjapur Road,Bangalore,₹650,Physiotherapist,"BPTh/BPT, MPTh/MPT - Musculoskeletal Physiotherapy"
Dr. Bharat,13 years experience overall,Malleswaram,Bangalore,₹500,Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy"
Dr. Naman Tamta   (Physiotherapist),16 years experience overall,Bannerghatta Road,Bangalore,₹500,Physiotherapist,BPTh/BPT
Dr. Syeda Sadiya Nikath   (Physiotherapist),6 years experience overall,Peenya,Bangalore,₹350,Physiotherapist,"BPTh/BPT, MPTh/MPT - Neurological Physiotherapy"
Dr. Chetan Parasar   (Physiotherapist),25 years experience overall,Jayanagar,Bangalore,₹300,Physiotherapist,BPTh/BPT
Dr. Hemanth Kumar   (Physiotherapist),7 years experience overall,Panathur,Bangalore,₹700,Physiotherapist,BPTh/BPT
Dr. Lavanya   (Physiotherapist),11 years experience overall,Kumaraswamy Layout,Bangalore,₹300,Physiotherapist,"MPTh/MPT - Musculoskeletal Physiotherapy, DNHE, BPTh/BPT"
Dr. Hemanth Kumar   (Physiotherapist),14 years experience overall,Jayanagar 4 Block,Bangalore,₹350,Physiotherapist,BPTh/BPT
Dr. Kumar Manvendra   (Physiotherapist),21 years experience overall,Nagarbhavi,Bangalore,₹450,Physiotherapist,Diploma in Physiotherapy
Dr. Santhoshkumar K   (Physiotherapist),16 years experience overall,Jayanagar,Bangalore,₹400,Physiotherapist,"MPTh/MPT - Orthopedic Physiotherapy, BPTh/BPT"
Dr. Sudharsan V   (Physiotherapist),15 years experience overall,Panathur,Bangalore,₹500,Physiotherapist,BPTh/BPT
Dr. Sambit Kumar Lenka   (Physiotherapist),5 years experience overall,Indiranagar,Bangalore,₹550,Physiotherapist,BPTh/BPT
Dr. U Poovazhagan   (Physiotherapist),15 years experience overall,Nagarbhavi,Bangalore,₹700,Physiotherapist,"BPTh/BPT, MPTh/MPT - Sports Physiotherapy"
Dr. Surendra Chaudhary   (Physiotherapist),5 years experience overall,Koramangala 5 Block,Bangalore,₹500,Physiotherapist,"BPTh/BPT, MPTh/MPT - Neurological Physiotherapy"
Dr. Imranulla S   (Physiotherapist),8 years experience overall,Kumaraswamy Layout,Bangalore,₹500,Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy"
Dr. Venkata Bharath Kumar   (Physiotherapist),4 years experience overall,Vasanthnagar,Bangalore,₹1300,Physiotherapist,Diploma in Physiotherapy
Dr. Sudharsan Venkatesan   (Physiotherapist),13 years experience overall,JP Nagar 7 Phase,Bangalore,Free Consultation,Physiotherapist,Diploma in Physiotherapy
Dr. Sana Zubair   (Physiotherapist),5 years experience overall,Jayanagar 7 Block,Bangalore,₹350,Physiotherapist,"BPTh/BPT, Diploma in Diet and Nutrition"
Dr. Sudharsan Venkatesan   (Physiotherapist),13 years experience overall,Bellandur,Bangalore,₹600,Physiotherapist,BPTh/BPT
Dr. Snober Rupal   (Physiotherapist),1 year experience,Vasanthnagar,Bangalore,₹1300,Physiotherapist,"MPTh/MPT - Musculoskeletal Physiotherapy, BPTh/BPT"
Dr. Puja Baidhara Singh   (Physiotherapist),10 years experience overall,Malleswaram,Bangalore,₹700,Physiotherapist,BPTh/BPT
Dr. Rajnandani   (Physiotherapist),2 years experience overall,Koramangala 5 Block,Bangalore,₹500,Physiotherapist,"BPTh/BPT, MPTh/MPT - Musculoskeletal Physiotherapy"
Dr. Asha S V   (Physiotherapist),1 year experience,Electronics City,Bangalore,₹600,Physiotherapist,BPTh/BPT
Dr. Abhijeet Singh Thakur   (Physiotherapist),2 years experience overall,Rajanukunte,Bangalore,₹1100,Physiotherapist,BPTh/BPT
Dr. Deepak Devakar,19 years experience overall,JP Nagar,Bangalore,₹600,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Parthasarathi Dutta Roy,20 years experience overall,MG Road,Bangalore,₹700,Dermatologist,"MBBS, Diploma in Dermatology"
Dr. Juvita Rasquinha,18 years experience overall,Indiranagar,Bangalore,₹500,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Jyothi Menon,22 years experience overall,Koramangala 7 Block,Bangalore,₹600,Dermatologist,"MBBS, MD - Dermatology"
Dr. Sankeerth Vijayakumar,13 years experience overall,HSR Layout,Bangalore,₹600,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Hari Kishan Kumar,17 years experience overall,Kengeri,Bangalore,₹700,Dermatologist,"MD - Dermatology , Venereology & Leprosy, MBBS"
Dr. Deepa,15 years experience overall,Sarjapur Road,Bangalore,₹600,Dermatologist,"MBBS, DNB - Dermatology & Venereology"
Dr. Janet Alexander Castelino,30 years experience overall,HSR Layout,Bangalore,₹1000,Dermatologist,"MD - Dermatology , Venereology & Leprosy"
Dr. Kisalay Saurav,20 years experience overall,Kalyan Nagar,Bangalore,₹700,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Sheelavathi Natraj,19 years experience overall,JP Nagar,Bangalore,₹700,Dermatologist,"MD - Physician, MD - Dermatology , Venereology & Leprosy"
Dr. Sandeep Mahapatra,18 years experience overall,Marathahalli,Bangalore,₹800,Dermatologist,"MBBS, MD - Dermatology and Venerology"
Dr. Shashidhar T,16 years experience overall,Jayanagar 4 Block,Bangalore,₹700,Dermatologist,"MD - Dermatology, MBBS"
Dr. Shivashankar B. Sajjanshetty,19 years experience overall,JP Nagar 2 Phase,Bangalore,₹750,Dermatologist,"DDVL, MBBS"
Dr. Kiran Kattishettar,33 years experience overall,Hebbal,Bangalore,₹1000,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Roshan Kumar.B,19 years experience overall,Whitefield,Bangalore,₹700,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Harish Prasad B.R,16 years experience overall,BTM Layout,Bangalore,₹700,Dermatologist,"MBBS, MD - Skin & VD"
Dr. Kavya Nayak,15 years experience overall,Sarjapur Road,Bangalore,₹700,Dermatologist,"MBBS, DDVL"
Dr. Sridhar Gogineni,17 years experience overall,Marathahalli,Bangalore,₹600,Dermatologist,"MBBS, MD - Skin & VD"
Dr. Madan Kumar B J,12 years experience overall,Old Airport Road,Bangalore,₹750,Dermatologist,"MD - Dermatology , Venereology & Leprosy, MBBS"
Dr. Renu Nair,15 years experience overall,HSR Layout,Bangalore,₹600,Dermatologist,"MBBS, DVD"
Dr. Varsha.R,12 years experience overall,JP Nagar 2 Phase,Bangalore,₹600,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Sujaya S.N.,19 years experience overall,JP Nagar,Bangalore,₹750,Dermatologist,"MBBS, DVD"
Dr. K C Dharam Kumar,9 years experience overall,JP Nagar,Bangalore,₹700,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy, DNB - Dermatology & Venereology"
Dr. Veena Rao,24 years experience overall,HSR Layout,Bangalore,₹1000,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Aishwarya Radhakrishna,15 years experience overall,Indiranagar,Bangalore,₹500,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Shishira R J,11 years experience overall,Indiranagar,Bangalore,₹600,Dermatologist,"MBBS, DDV"
Dr. Namrata Singh,10 years experience overall,HSR Layout,Bangalore,₹600,Dermatologist,"MBBS, Diploma in Dermatology"
Dr. Vishnu M Moodalgiri,22 years experience overall,Old Airport Road,Bangalore,₹750,Dermatologist,"MBBS, MD - Dermatology and Venerology"
Dr. Sudheendra Udbalker,11 years experience overall,JP Nagar,Bangalore,₹600,Dermatologist,"MBBS, DVD, MD - Dermatology , Venereology & Leprosy"
Dr. Kiran Joshy,15 years experience overall,Kalyan Nagar,Bangalore,₹700,Dermatologist,"MBBS, MD - Skin,VD & Leprosy"
Dr. Jigisha N Jalu,13 years experience overall,Whitefield,Bangalore,₹700,Dermatologist,"MBBS, MD - Dermatology"
Dr. Sneha Sood,11 years experience overall,Indiranagar,Bangalore,₹500,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Sanjana Shivashankar,14 years experience overall,Indiranagar,Bangalore,₹650,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Haritha Ravipati,11 years experience overall,Ulsoor,Bangalore,₹600,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Suvina attavar,10 years experience overall,Whitefield,Bangalore,₹600,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Swetha Gowda,12 years experience overall,Indiranagar,Bangalore,₹600,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Sravya C Tipirneni,8 years experience overall,Whitefield,Bangalore,₹900,Dermatologist,"MD - Dermatology , Venereology & Leprosy, MBBS"
Dr. Chandrashekara Aithal,33 years experience overall,BTM Layout 2nd Stage,Bangalore,₹500,Dermatologist,"MD - Dermatology , Venereology & Leprosy, MBBS"
Dr. S C Rajendran,44 years experience overall,Ashoknagar,Bangalore,₹800,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Hema S,13 years experience overall,Sadashivanagar,Bangalore,₹600,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Abhijna Rai,12 years experience overall,Whitefield,Bangalore,₹600,Dermatologist,"MBBS, DNB - Dermatology & Venereology, MD - Dermatology , Venereology & Leprosy"
Dr. Rakesh Reddy,15 years experience overall,Sanjay Nagar,Bangalore,₹500,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. J Prasad,20 years experience overall,Sanjay Nagar,Bangalore,₹600,Dermatologist,"MBBS, DVD, DNB - Dermatology & Venereology"
Dr. Jaidev N.C,25 years experience overall,Millers Road,Bangalore,₹1000,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Kavya K,13 years experience overall,Horamavu,Bangalore,₹400,Dermatologist,"MD - Dermatology , Venereology & Leprosy, MBBS"
Dr. Asmita Dhekne Chebbi,21 years experience overall,Koramangala 5 Block,Bangalore,₹600,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Neelima Sharma,22 years experience overall,Jayanagar 9 Block,Bangalore,₹650,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy, Fellowship In Cosmetic And Plastic Surgery"
Dr. Rajdeep,11 years experience overall,JP Nagar 2 Phase,Bangalore,₹750,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Shruthi M K,19 years experience overall,Jayanagar 5 Block,Bangalore,₹600,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Sharanya Babu K,24 years experience overall,Basavanagudi,Bangalore,₹600,Dermatologist,"MBBS, Diploma in Dermatology"
Dr. Govind S Mittal,6 years experience overall,HSR Layout,Bangalore,₹800,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Vignessh Raj,16 years experience overall,Sarjapur Road,Bangalore,₹700,Dermatologist,"MBBS, MD - Dermatology"
Dr. Neelima Ravipati,9 years experience overall,HSR Layout,Bangalore,₹600,Dermatologist,"MBBS, DDVL"
Dr. Rajdeep,14 years experience overall,Kalyan Nagar,Bangalore,₹750,Dermatologist,"MBBS, MD - (Dermatology & STD)"
Dr. Shruthi M K,9 years experience overall,HRBR Layout,Bangalore,₹600,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Abhilasha M D,12 years experience overall,Kalyan Nagar,Bangalore,₹750,Dermatologist,"MBBS, DDVL"
Dr. Mukesh Ramnane,13 years experience overall,Koramangala 5 Block,Bangalore,₹750,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Seema Srinivasa,10 years experience overall,HRBR Layout,Bangalore,₹600,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Ashalatha,27 years experience overall,Yeshwanthpur,Bangalore,₹500,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Gogineni Deepti Walvekar,12 years experience overall,Hebbal,Bangalore,₹600,Dermatologist,"MBBS, DVD"
Dr. Kala Vimal,12 years experience overall,Indiranagar,Bangalore,₹500,Dermatologist,"MD - Dermatology , Venereology & Leprosy, MBBS"
Dr. Seema Srinivasa,16 years experience overall,Rajarajeshwarinagar,Bangalore,₹600,Dermatologist,"MBBS, DDVL"
Dr. ABHINEETHA HOSTHOTA,15 years experience overall,JP Nagar 7 Phase,Bangalore,₹600,Dermatologist,"MBBS, MD - Dermatology"
Dr. Amrutha,13 years experience overall,Vijayanagar,Bangalore,₹1000,Dermatologist,"MBBS, MD - Dermatology"
Dr. Sanjay S Desai,13 years experience overall,RT Nagar,Bangalore,₹500,Dermatologist,"MBBS, MD - Skin & VD"
Dr. Yogeesh H R,12 years experience overall,Jayanagar,Bangalore,₹900,Dermatologist,"DNB - Dermatology & Venereology, MBBS, DDVL"
Dr. Nagaraja,22 years experience overall,Jayanagar,Bangalore,₹700,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Prakruthi,11 years experience overall,HSR Layout,Bangalore,₹600,Dermatologist,"MBBS, MD - Dermatology"
Dr. P S Murthy,26 years experience overall,Whitefield,Bangalore,₹900,Dermatologist,"MD - Dermatology and Venerology, MBBS"
Dr. Neelima Ravipati,20 years experience overall,Ulsoor,Bangalore,₹600,Dermatologist,"MBBS, MD - Dermatology"
Dr. Sharanya Babu K,4 years experience overall,Basavanagudi,Bangalore,₹600,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Jaya Sathvika Varre,12 years experience overall,HRBR Layout,Bangalore,₹600,Dermatologist,"DDVL, MBBS"
Dr. Varsha S Patil,13 years experience overall,Kalyan Nagar,Bangalore,₹600,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Ramanjanayalu,35 years experience overall,Kammana Halli,Bangalore,₹500,Dermatologist,"MD - Physician, DNB - Dermatology & Venereology, Diploma in Dermatology"
Dr. Jigisha N Jalu,15 years experience overall,Whitefield,Bangalore,₹500,Dermatologist,"MD - Dermatology , Venereology & Leprosy, MBBS"
Dr. Roshan Kumar.B,8 years experience overall,Whitefield,Bangalore,₹600,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Samatha M Swamy,8 years experience overall,Bellandur,Bangalore,₹600,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
Dr. Madan Kumar B J,8 years experience overall,Old Airport Road,Bangalore,₹600,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy, DNB - Dermatology & Venereology"
Dr. K C Dharam Kumar,38 years experience overall,JP Nagar,Bangalore,₹850,Dermatologist,"MD - Dermatology , Venereology & Leprosy, MBBS"
Dr. Priyanka Reddy,20 years experience overall,Kalyan Nagar,Bangalore,₹600,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy"
