Name,Years of experience,Location,City,Consultation Fee,Specialization,Degree
Dr. Sonal Katwala,23 years experience overall,Borivali West,Mumbai,₹800,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology"
Dr. Maimoona Ahmed,21 years experience overall,Mahim,Mumbai,₹1300,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology, Fellow of Indian College of Obstetrics and Gynecology (FICOG), FICS"
Dr. Ritu Palve,12 years experience overall,Malad West,Mumbai,₹750,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
Dr. Padma Khade,28 years experience overall,Ghatkopar East,Mumbai,₹800,Gynecologist,"DGO, DNB - Obstetrics & Gynecology"
Dr. Shonir Pai,9 years experience overall,Mahim,Mumbai,₹1300,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
Dr. Kirti Bendre,21 years experience overall,Sion,Mumbai,₹1000,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology"
Dr. Vandana Shetty,23 years experience overall,Mahim,Mumbai,₹1300,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology, Fellowship in Urogynecology"
Dr. Rohan Palshetkar,13 years experience overall,Opera House,Mumbai,₹500,Gynecologist,"MBBS, DGO, DNB - Obstetrics & Gynecology"
Dr. Swati Gawai,13 years experience overall,Chembur,Mumbai,₹900,Gynecologist,"MBBS, MD - Midwifery & Gynecology"
Dr. Sharda Arvind,24 years experience overall,Khar West,Mumbai,₹1500,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology, DGO"
Dr. Gayatri Rao,19 years experience overall,Khar West,Mumbai,₹1500,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology"
Dr. Niyogi Geeta Madhav,46 years experience overall,Sion,Mumbai,₹1000,Gynecologist,"MBBS, DGO"
Dr. Geetanjali Gariema,22 years experience overall,Oshiwara,Mumbai,₹1500,Gynecologist,"MBBS, DGO"
Dr. Gitanjali Dnyanesh Belekar,21 years experience overall,Mahim,Mumbai,₹1300,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology"
Dr. Shweta Raje,19 years experience overall,Khar West,Mumbai,₹1500,Gynecologist,"MBBS, DGO"
Dr. Aditi Phulpagar,22 years experience overall,Mahim,Mumbai,₹1300,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology"
Dr. Nirali Dedhia,9 years experience overall,Malad,Mumbai,₹800,Gynecologist,"MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology, MBBS, MNAMS - Obstetrics & Gynaecology"
Dr. Rinoy Sreedharan,15 years experience overall,Bhandup,Mumbai,₹500,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
Dr. G Shruti Anil,15 years experience overall,Chembur East,Mumbai,₹700,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology, DGO"
Dr. Latika Chawla,13 years experience overall,Khar West,Mumbai,₹1500,Gynecologist,"MD - Obstetrics & Gynaecology, MBBS"
Dr. Nandan Purandare,15 years experience overall,Dadar,Mumbai,₹1000,Gynecologist,"MBBS, DGO, DNB - Obstetrics & Gynecology"
Dr. Bhagyasree A,11 years experience overall,Chembur East,Mumbai,₹700,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology"
Dr. Tejal Sheth Soni,13 years experience overall,Ghatkopar East,Mumbai,₹800,Gynecologist,"MBBS, DGO"
Dr. Jayshree Raurale,15 years experience overall,Kandivali West,Mumbai,₹800,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology"
Dr. Arya Bodhe,8 years experience overall,Sion,Mumbai,₹600,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
Dr. Nilesh Jain,23 years experience overall,Ghatkopar East,Mumbai,₹1500,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology"
Dr. Sambit M Nanda,10 years experience overall,Bandra West,Mumbai,₹1000,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology"
Dr. Sushil Shinde,13 years experience overall,Vileparle West,Mumbai,₹1500,Gynecologist,"DGO, DNB - Obstetrics & Gynecology, MBBS"
Dr. Sneha Nandkishor Rahatekar,11 years experience overall,Ghatkopar East,Mumbai,₹1500,Gynecologist,"MBBS, DGO, DNB - Obstetrics & Gynecology"
Dr. Rajashri  Tayshete,14 years experience overall,Borivali West,Mumbai,₹1000,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
Dr. Pradnya Roy,4 years experience overall,Malad West,Mumbai,₹1000,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
Dr. Hrishikesh Pai,40 years experience overall,Bandra West,Mumbai,₹2000,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
Dr. Yuvaraja S Shetty,18 years experience overall,Mulund West,Mumbai,₹1000,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Bhupendra S Avasthi,43 years experience overall,Santacruz West,Mumbai,₹2000,Pediatrician,"DNB - Paediatrics, Diploma in Child Health (DCH), MBBS, FNB -  Pediatric Hematology Oncology"
Dr. Jesal Seth,24 years experience overall,Mulund West,Mumbai,₹1300,Pediatrician,"MD - Physician, Diploma in Child Health (DCH)"
Dr. Sameer Sadawarte,23 years experience overall,Mulund West,Mumbai,₹1300,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Rajen H Doshi,34 years experience overall,Mulund West,Mumbai,₹1300,Pediatrician,"MBBS, Diplomate of the American Board of Paediatrics"
Dr. Sanjeev Ahuja,27 years experience overall,Powai,Mumbai,₹1100,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Shobha Sharma,44 years experience overall,Santacruz West,Mumbai,₹1500,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Vilas Kulkarni,53 years experience overall,Andheri West,Mumbai,₹1000,Pediatrician,"MBBS, Diploma in Child Health (DCH), MD - Pediatrics"
Dr. Manoj S Thamke,21 years experience overall,Mulund East,Mumbai,₹700,Pediatrician,"MBBS, Diploma in Child Health (DCH)"
Dr. Deepti Chawla,13 years experience overall,Malad,Mumbai,₹800,Pediatrician,"MBBS, DNB - Paediatrics"
Dr. Vishal Baldua,22 years experience overall,Goregaon East,Mumbai,₹800,Pediatrician,"MBBS, DNB - Pediatrics"
Dr. Zinal,25 years experience overall,Andheri West,Mumbai,₹2000,Pediatrician,"MBBS, MD - Pediatrics, DNB - Neonatology"
Dr. Yogesh P Mehta,38 years experience overall,Ghatkopar West,Mumbai,₹1000,Pediatrician,"MBBS, DNB - Paediatrics"
Dr. Sujata Chitnis,42 years experience overall,Vileparle East,Mumbai,₹1000,Pediatrician,"MBBS, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)"
Dr. Shilpa Nayak,20 years experience overall,Andheri West,Mumbai,₹1500,Pediatrician,"MD - Pediatrics, MBBS"
Dr. Sonal S. Saste,15 years experience overall,Santacruz West,Mumbai,₹2200,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Vaidehi Dande,19 years experience overall,Prabhadevi,Mumbai,₹1200,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Ruchi Parikh,11 years experience overall,Santacruz West,Mumbai,₹1700,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Punit Vinod Garg,9 years experience overall,Malad West,Mumbai,₹800,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Rahul Shukla,10 years experience overall,Mira Road,Mumbai,₹800,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Rajasree S,16 years experience overall,Santacruz West,Mumbai,₹1500,Pediatrician,"Fellow of the Royal College of Pediatrics and Child Health (UK), MBBS, Diploma in Child Health (DCH - UK)"
Dr. Saurabh Gandhi,8 years experience overall,Santacruz West,Mumbai,₹1200,Pediatrician,"MBBS, Diploma in Child Health (DCH)"
Dr. Rajashri Shanbhag,27 years experience overall,Jogeshwari East,Mumbai,₹800,Pediatrician,"MBBS, Diploma in Child Health (DCH)"
Dr. Samantha Castellino,13 years experience overall,Andheri East,Mumbai,₹900,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Vishal Parmar,13 years experience overall,Borivali West,Mumbai,₹1000,Pediatrician,"MBBS, DNB - Paediatrics"
Dr. Pallavi Deshmukh Gaikwad,13 years experience overall,Kandivali East,Mumbai,₹700,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Deepak K. Jaybhaye,10 years experience overall,Bhandup West,Mumbai,₹500,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Abnish Kumar,9 years experience overall,Wadala,Mumbai,₹1000,Pediatrician,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics"
Dr. Mili S. Joshi,26 years experience overall,Santacruz East,Mumbai,₹1000,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Indu Khosla,33 years experience overall,Malad West,Mumbai,₹1000,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Neha Agarwal,15 years experience overall,Kandivali East,Mumbai,₹600,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Tanushri Mukherjee,17 years experience overall,Malad West,Mumbai,₹1000,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Mona Gajre,27 years experience overall,Powai,Mumbai,₹1600,Pediatrician,"MBBS, Diploma in Child Health (DCH)"
Dr. Smita Sachin Khaire,24 years experience overall,Dahisar East,Mumbai,₹500,Pediatrician,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics"
Dr. Prakash Vasant Vaidya,43 years experience overall,Mulund West,Mumbai,₹1300,Pediatrician,"MBBS,  FRCP, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)"
Dr. Sanjeev Parikh,38 years experience overall,Ghatkopar East,Mumbai,₹900,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Vipul Mehrotra,29 years experience overall,Andheri East,Mumbai,₹1500,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Shaivali Joshi,26 years experience overall,Matunga West,Mumbai,₹1500,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Udani Amish,20 years experience overall,Malad West,Mumbai,₹1250,Pediatrician,"MD - Pediatrics, MBBS"
Dr. Shruti Avinash Bajaj,15 years experience overall,Malad West,Mumbai,₹2500,Pediatrician,"MBBS, Diploma in Child Health (DCH), MRCP (UK)"
Dr. Piyush Sureshkumar Shah,18 years experience overall,Malad West,Mumbai,₹1000,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Lokesh Banodkar,24 years experience overall,Ghatkopar East,Mumbai,₹1000,Pediatrician,"MBBS, Diploma in Child Health (DCH)"
Dr. Badshah Khan,21 years experience overall,Mira Road,Mumbai,₹900,Pediatrician,"MBBS, MD - Anaesthesiology, Diploma in Paediatrics"
Dr. Neil Castellino,14 years experience overall,Santacruz West,Mumbai,₹1200,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Sanjaykumar Yadav,16 years experience overall,Jogeshwari East,Mumbai,₹500,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Neeta Naik,32 years experience overall,Kurla,Mumbai,₹1500,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Aditi Birje,8 years experience overall,Borivali,Mumbai,₹800,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Nandkishor S. Kabra,25 years experience overall,Santacruz West,Mumbai,₹1500,Pediatrician,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics"
Dr. Prajna Purushottam Shriyan,14 years experience overall,Andheri West,Mumbai,₹800,Pediatrician,"MBBS, DNB - Paediatrics"
Dr. Ankit Gupta,15 years experience overall,Mira Road,Mumbai,₹1000,Pediatrician,"MBBS, Diploma in Child Health (DCH), DNB - Pediatrics"
Dr. Bijal Pradip,27 years experience overall,Powai,Mumbai,₹1300,Pediatrician,"MBBS, MD - Pediatrics, FRCPCH"
Dr. Vinay H Joshi,26 years experience overall,Malad West,Mumbai,₹1000,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Shivkumar G. Lalwani,30 years experience overall,Powai,Mumbai,₹1000,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Alpa Shah,28 years experience overall,Govandi,Mumbai,₹1000,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Disha Bhanushali,7 years experience overall,Mulund West,Mumbai,₹1000,Pediatrician,"MBBS, MD - Pediatrics, DM - Neonatology"
Dr. Anupama M Gupta,13 years experience overall,Chembur,Mumbai,₹1000,Pediatrician,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics"
Dr. Alka Parekh,38 years experience overall,Vikhroli,Mumbai,₹900,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Rashi Aryan,11 years experience overall,Powai,Mumbai,₹1200,Pediatrician,"MBBS, Diploma in Child Health (DCH)"
Dr. Priyanka Parikh,26 years experience overall,Malad West,Mumbai,₹2500,Pediatrician,"MD - Pediatrics, MBBS"
Dr. Pratichi Kadam,11 years experience overall,Santacruz West,Mumbai,₹1500,Pediatrician,"MD - Pediatrics, MBBS"
Dr. Shivani Sanghavi,14 years experience overall,Chembur,Mumbai,₹1100,Pediatrician,"MBBS, DNB - Paediatrics"
Dr. Bhavesh Doshi,11 years experience overall,Malad West,Mumbai,₹800,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Avi Sanghavi,10 years experience overall,Powai,Mumbai,₹800,Pediatrician,"MBBS, MD - Pediatrics, DNB - Paediatrics"
Dr. Kamlesh Haria,23 years experience overall,Santacruz West,Mumbai,₹1300,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Neha Pandey,8 years experience overall,Mahim,Mumbai,₹800,Pediatrician,"MBBS, MD - Pediatrics, Fellowship in Neonatology"
Dr. Baijul Desai,9 years experience overall,Wadala,Mumbai,₹800,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Aditi Dharap,8 years experience overall,Malad West,Mumbai,₹850,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Prashant Abusaria,7 years experience overall,Santacruz West,Mumbai,₹1000,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Amruta Landge,12 years experience overall,Powai,Mumbai,₹1000,Pediatrician,"MBBS, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)"
Dr. Ajay   (Physiotherapist),14 years experience overall,Mulund West,Mumbai,₹2500,Physiotherapist,BPTh/BPT
Dr. Priyanka Sukthankar   (Physiotherapist),15 years experience overall,Andheri East,Mumbai,₹700,Physiotherapist,Diploma in Physiotherapy
Dr. Dinesh Kumar Joshi   (Physiotherapist),7 years experience overall,Goregaon West,Mumbai,₹800,Physiotherapist,"MPTh/MPT - Orthopedic Physiotherapy, BPTh/BPT"
Dr. Priya Karande   (Physiotherapist),9 years experience overall,Parel,Mumbai,₹500,Physiotherapist,BPTh/BPT
Dr. Zahra Hussain   (Physiotherapist),11 years experience overall,Colaba,Mumbai,₹350,Physiotherapist,BPTh/BPT
Dr. Premlata Jaiswal   (Physiotherapist),11 years experience overall,Mira Road,Mumbai,₹300,Physiotherapist,"BPTh/BPT, MPTh/MPT - Sports Physiotherapy"
Dr. Kruti Harsh Mehta   (Physiotherapist),14 years experience overall,Vikhroli,Mumbai,₹400,Physiotherapist,"BPTh/BPT, MPTh/MPT - Neurological Physiotherapy"
Dr. Shraddha Khot   (Physiotherapist),16 years experience overall,Borivali West,Mumbai,₹500,Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy"
Dr. Rohan Sawant   (Physiotherapist),10 years experience overall,Kandivali West,Mumbai,₹400,Physiotherapist,Diploma in Physiotherapy
Dr. Sanket Gite   (Physiotherapist),14 years experience overall,Mulund West,Mumbai,₹500,Physiotherapist,Diploma in Physiotherapy
Dr. Kripal M Panchal   (Physiotherapist),7 years experience overall,Malad East,Mumbai,₹1000,Physiotherapist,"BPTh/BPT, Diploma in Diet and Nutrition"
Dr. Niraj Jha   (Physiotherapist),17 years experience overall,Chembur,Mumbai,₹1000,Physiotherapist,BPTh/BPT
Dr. Avani Khadepau   (Physiotherapist),21 years experience overall,Kandivali West,Mumbai,₹500,Physiotherapist,"MPTh/MPT - Musculoskeletal Physiotherapy, BPTh/BPT"
Dr. Lajja Shah   (Physiotherapist),15 years experience overall,Ghatkopar East,Mumbai,₹1000,Physiotherapist,BPTh/BPT
Dr. Rimmi Verma   (Physiotherapist),14 years experience overall,Andheri West,Mumbai,₹800,Physiotherapist,"BPTh/BPT, MPTh/MPT - Musculoskeletal Physiotherapy"
Dr. Monish Mehta   (Physiotherapist),9 years experience overall,Khar West,Mumbai,₹1500,Physiotherapist,BPTh/BPT
Dr. Munira Mamnoon   (Physiotherapist),15 years experience overall,Dadar,Mumbai,₹600,Physiotherapist,BPTh/BPT
Dr. Ankur Sharma   (Physiotherapist),17 years experience overall,Malad West,Mumbai,₹600,Physiotherapist,"MPTh/MPT - Orthopedic Physiotherapy, BPTh/BPT, Diploma in Naturopathy & Yoga (NDDY), Diploma in Health Administration"
Dr. Ushma Bhojani   (Physiotherapist),13 years experience overall,Malad West,Mumbai,₹1000,Physiotherapist,Diploma in Physiotherapy
Dr. Sneha Ramchandani   (Physiotherapist),9 years experience overall,Andheri East,Mumbai,₹2000,Physiotherapist,BPTh/BPT
Dr. Pooja Vora Jhonsa   (Physiotherapist),22 years experience overall,Ghatkopar East,Mumbai,₹700,Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy"
Dr. Aishwarya Bargode   (Physiotherapist),7 years experience overall,Andheri West,Mumbai,₹800,Physiotherapist,BPTh/BPT
Dr. Kunjal Shah   (Physiotherapist),16 years experience overall,Santacruz West,Mumbai,₹1200,Physiotherapist,BPTh/BPT
Dr. Disha Bamboli   (Physiotherapist),10 years experience overall,Jogeshwari West,Mumbai,₹600,Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy"
Dr. Gaurav Jain   (Physiotherapist),10 years experience overall,Kandivali West,Mumbai,₹500,Physiotherapist,"BPTh/BPT, Masters of Physiotheraphy"
Dr. Ketaki Shingare   (Physiotherapist),13 years experience overall,Ghatkopar East,Mumbai,₹1000,Physiotherapist,BPTh/BPT
Dr. Ravi Kumar   (Physiotherapist),15 years experience overall,Chembur East,Mumbai,₹600,Physiotherapist,BPTh/BPT
Dr. Neelu Jain   (Physiotherapist),33 years experience overall,Kandivali West,Mumbai,₹600,Physiotherapist,MPTh/MPT - Musculoskeletal Physiotherapy
Dr. Samriddhi Shetty   (Physiotherapist),7 years experience overall,Dadar,Mumbai,₹1000,Physiotherapist,"BPTh/BPT, Masters of Physiotheraphy"
Dr. Shaikh Firdos Mukhtar Ahmed   (Physiotherapist),13 years experience overall,Prabhadevi,Mumbai,₹1000,Physiotherapist,"BPTh/BPT, MPTh/MPT - Sports Physiotherapy"
Dr. Avanti Kadam Rane   (Physiotherapist),18 years experience overall,Bandra West,Mumbai,₹1000,Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy"
Dr. K Neethu John   (Physiotherapist),11 years experience overall,Prabhadevi,Mumbai,₹1000,Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy"
Dr. Yatishakumari Kesalikar   (Physiotherapist),4 years experience overall,Borivali West,Mumbai,₹600,Physiotherapist,BPTh/BPT
Dr. Harshida Pai   (Physiotherapist),13 years experience overall,Andheri East,Mumbai,₹800,Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy"
Dr. Prisha N Doshi   (Physiotherapist),7 years experience overall,Andheri,Mumbai,₹500,Physiotherapist,BPTh/BPT
Dr. Rajani Singh   (Physiotherapist),4 years experience overall,Andheri East,Mumbai,₹600,Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy"
Dr. Bijal Patel   (Physiotherapist),15 years experience overall,Oshiwara,Mumbai,₹350,Physiotherapist,MPTh/MPT - Orthopedic Physiotherapy
Dr. Snehal Gadhecha   (Physiotherapist),10 years experience overall,Santacruz West,Mumbai,₹1200,Physiotherapist,BPTh/BPT
Dr. Reena Chitnis   (Physiotherapist),23 years experience overall,Mahim,Mumbai,₹2000,Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy"
Dr. Dimple Kapasi   (Physiotherapist),20 years experience overall,Kandivali West,Mumbai,₹1200,Physiotherapist,"MPTh/MPT - Neurological Physiotherapy, BPTh/BPT"
Dr. Sanjay Bakhshi   (Physiotherapist),26 years experience overall,Andheri West,Mumbai,₹1500,Physiotherapist,"BPTh/BPT, MPTh/MPT - Sports Physiotherapy"
Dr. Sangita Chadha   (Physiotherapist),41 years experience overall,Lokhandwala,Mumbai,₹1000,Physiotherapist,BPTh/BPT
Dr. Mehta Devangee Bakul   (Physiotherapist),16 years experience overall,Prabhadevi,Mumbai,₹1000,Physiotherapist,MPTh/MPT - Orthopedic Physiotherapy
Dr. Dhara Shah   (Physiotherapist),13 years experience overall,Borivali West,Mumbai,₹500,Physiotherapist,BPTh/BPT
Dr. Thejas Thomas   (Physiotherapist),13 years experience overall,Cuffe Parade,Mumbai,₹350,Physiotherapist,"BPTh/BPT, MPTh/MPT - Sports Physiotherapy"
Dr. Pallavi Singh   (Physiotherapist),18 years experience overall,Vileparle East,Mumbai,₹2000,Physiotherapist,BPTh/BPT
Dr. Raveena Kini   (Physiotherapist),5 years experience overall,Vileparle East,Mumbai,₹400,Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy"
Dr. Krystle Mascarenhas   (Physiotherapist),7 years experience overall,Andheri,Mumbai,₹500,Physiotherapist,MPTh/MPT - Orthopedic Physiotherapy
Dr. Kinjal Anandpara   (Physiotherapist),16 years experience overall,Prabhadevi,Mumbai,₹3000,Physiotherapist,"BPTh/BPT, Doctor of Chiropractic"
Dr. Dhvani Desai   (Physiotherapist),3 years experience overall,Mulund West,Mumbai,₹500,Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy"
Dr. Megha Sherigar   (Physiotherapist),2 years experience overall,Borivali West,Mumbai,₹600,Physiotherapist,"BPTh/BPT, MPTh/MPT - Cardiovascular & Pulmonary Physiotherapy"
Dr. Gladys Swamy   (Physiotherapist),13 years experience overall,Bandra West,Mumbai,₹1000,Physiotherapist,"BPTh/BPT, MPTh/MPT - Cardiovascular & Pulmonary Physiotherapy"
Dr. Aparna Thakur   (Physiotherapist),6 years experience overall,Chembur,Mumbai,₹700,Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy, Diploma in Physiotherapy"
Dr. Andrea Rebello   (Physiotherapist),3 years experience overall,Juhu,Mumbai,₹1000,Physiotherapist,"BPTh/BPT, MPTh/MPT - Musculoskeletal Physiotherapy"
Dr. Yogiraj Bhattrai   (Physiotherapist),2 years experience overall,Andheri,Mumbai,₹500,Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy"
Dr. Minita Mehta Solanki   (Physiotherapist),12 years experience overall,Andheri West,Mumbai,₹500,Physiotherapist,BPTh/BPT
Dr. Nikhil N Nale   (Physiotherapist),8 years experience overall,Powai,Mumbai,₹700,Physiotherapist,"BPTh/BPT, MPTh/MPT - Neurological Physiotherapy"
Dr. Varun Shanbhag   (Physiotherapist),12 years experience overall,Andheri West,Mumbai,₹600,Physiotherapist,BPTh/BPT
Dr. Chetna Kukreja   (Physiotherapist),9 years experience overall,Powai,Mumbai,₹1500,Physiotherapist,BPTh/BPT
Dr. Amir Khan   (Physiotherapist),5 years experience overall,Malad West,Mumbai,₹700,Physiotherapist,"MPTh/MPT - Musculoskeletal Physiotherapy, DNHE, BPTh/BPT"
Dr. Utsav Shah   (Physiotherapist),10 years experience overall,Prabhadevi,Mumbai,₹2500,Physiotherapist,BPTh/BPT
Dr. Vidya Aranha   (Physiotherapist),15 years experience overall,Andheri West,Mumbai,₹800,Physiotherapist,Diploma in Physiotherapy
Dr. Dhwani Shah   (Physiotherapist),14 years experience overall,Borivali West,Mumbai,₹1000,Physiotherapist,"MPTh/MPT - Orthopedic Physiotherapy, BPTh/BPT"
Dr. Relina Peris   (Physiotherapist),10 years experience overall,Powai,Mumbai,Free Consultation,Physiotherapist,BPTh/BPT
Dr. Zahabia Basrai   (Physiotherapist),14 years experience overall,Hajiali,Mumbai,₹1500,Physiotherapist,BPTh/BPT
Dr. Mitshu Doshi   (Physiotherapist),15 years experience overall,Kandivali,Mumbai,₹400,Physiotherapist,"BPTh/BPT, MPTh/MPT - Sports Physiotherapy"
Dr. Akshay Gaurish Wagh   (Physiotherapist),11 years experience overall,Santacruz West,Mumbai,₹2500,Physiotherapist,"BPTh/BPT, MPTh/MPT - Neurological Physiotherapy"
Dr. Naushin Sameer Kherani   (Physiotherapist),7 years experience overall,Santacruz West,Mumbai,₹2000,Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy"
Dr. Disha Ashar   (Physiotherapist),13 years experience overall,Linking Road,Mumbai,Free Consultation,Physiotherapist,Diploma in Physiotherapy
Dr. Aditi Mehta   (Physiotherapist),15 years experience overall,Ghatkopar East,Mumbai,₹500,Physiotherapist,Diploma in Physiotherapy
Dr. Rasika M Palekar (Rajpurkar)   (Physiotherapist),13 years experience overall,Kandivali West,Mumbai,₹1000,Physiotherapist,"BPTh/BPT, Diploma in Diet and Nutrition"
Dr. Kinal Kothari   (Physiotherapist),8 years experience overall,Ghatkopar,Mumbai,₹600,Physiotherapist,BPTh/BPT
Dr. Rajani Patil   (Physiotherapist),16 years experience overall,Dadar,Mumbai,₹1500,Physiotherapist,"MPTh/MPT - Musculoskeletal Physiotherapy, BPTh/BPT"
Dr. Claries Swamy   (Physiotherapist),16 years experience overall,Bandra West,Mumbai,₹1000,Physiotherapist,BPTh/BPT
Dr. Janhavi Rankhambe   (Physiotherapist),25 years experience overall,Powai,Mumbai,₹530,Physiotherapist,"BPTh/BPT, MPTh/MPT - Musculoskeletal Physiotherapy"
Dr. Khyati Sanghvi   (Physiotherapist),11 years experience overall,Ghatkopar East,Mumbai,Free Consultation,Physiotherapist,BPTh/BPT
Ms. Vidya Rao Karane,13 years experience overall,Powai,Mumbai,₹530,Physiotherapist,BPTh/BPT
Dr. Larita Pais   (Physiotherapist),11 years experience overall,Powai,Mumbai,₹1000,Physiotherapist,"MPTh/MPT - Orthopedic Physiotherapy, BPTh/BPT, Diploma in Naturopathy & Yoga (NDDY), Diploma in Health Administration"
Dr. Rukhsar Ansari   (Physiotherapist),8 years experience overall,Powai,Mumbai,Free Consultation,Physiotherapist,Diploma in Physiotherapy
Dr. Greeshma Shenoy   (Physiotherapist),15 years experience overall,Powai,Mumbai,₹800,Physiotherapist,BPTh/BPT
Dr. Roli Dave   (Physiotherapist),25 years experience overall,Powai,Mumbai,₹530,Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy"
Dr. Mugdha Deshpande   (Physiotherapist),20 years experience overall,Powai,Mumbai,₹500,Physiotherapist,BPTh/BPT
Dr. Binal Dave   (Physiotherapist),16 years experience overall,Prabhadevi,Mumbai,₹1500,Physiotherapist,BPTh/BPT
Dr. Sarika Jambhulkar   (Physiotherapist),12 years experience overall,Andheri West,Mumbai,₹1500,Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy"
Dr. Akshina Gupta   (Physiotherapist),9 years experience overall,Khar West,Mumbai,₹1500,Physiotherapist,"BPTh/BPT, Masters of Physiotheraphy"
Dr. Rameet Kaur   (Physiotherapist),19 years experience overall,Powai,Mumbai,₹800,Physiotherapist,BPTh/BPT
Dr. Swanand Satish Kulkarni   (Physiotherapist),13 years experience overall,Powai,Mumbai,₹800,Physiotherapist,BPTh/BPT
Dr. Jharna Damania   (Physiotherapist),6 years experience overall,Vileparle East,Mumbai,₹1200,Physiotherapist,MPTh/MPT - Musculoskeletal Physiotherapy
