Name,Years of experience,Location,City,Consultation Fee,Specialization,Degree
Dr. Sagar Verma,11 years experience overall,Pitampura,Delhi,₹1000,Psychiatrist,"M.D. (Psychiatry), MBBS"
Dr. Bhagwat N Rajput,11 years experience overall,Dwarka,Delhi,₹1500,Psychiatrist,"M.D. (Psychiatry), MBBS"
Dr. Deepak Verma,12 years experience overall,Paschim Vihar,Delhi,₹1500,Psychiatrist,"MBBS, DNB - Psychiatry"
Dr. Samant Darshi,7 years experience overall,Lajpat Nagar 4,Delhi,₹1500,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Ashitabh Tiwari,15 years experience overall,Pusa Road,Delhi,₹1200,Psychiatrist,"MBBS, DPM (Psychiatry), DNB - Psychiatry"
Dr. Shashi Bhushan Kumar,10 years experience overall,Shalimar Bagh,Delhi,₹1500,Psychiatrist,"M.D. (Psychiatry), MBBS"
Dr. Pallavi Rajhans,20 years experience overall,Siri Fort Road,Delhi,₹1500,Psychiatrist,"MBBS, DPM (Psychiatry)"
Dr. Somnath Sengupta,33 years experience overall,Greater Kailash Part 2,Delhi,₹2000,Psychiatrist,"MD - Psychological Medicine, MBBS"
Dr. Amiya Banerjee,26 years experience overall,Safdarjung Enclave,Delhi,₹3000,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Dev Rai,10 years experience overall,Jangpura,Delhi,₹1200,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. K V S Lakshmi,8 years experience overall,Vasant Kunj,Delhi,₹1500,Psychiatrist,"M.D. (Psychiatry), MBBS"
Dr. Himanshu Nirvan,14 years experience overall,Greater Kailash Part 1,Delhi,₹1400,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Arvind Gautam,17 years experience overall,Dwarka Sector 6,Delhi,₹1500,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Neha aggarwal,13 years experience overall,Janakpuri,Delhi,₹1100,Psychiatrist,"MBBS, DNB - Psychiatry"
Dr. Soumiya Mudgal,17 years experience overall,South Extension 2,Delhi,₹1500,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Varsha Mahadik,13 years experience overall,CR Park,Delhi,₹1000,Psychiatrist,"MBBS, DNB - Psychiatry"
Dr. Prashant Goyal,20 years experience overall,Vikas Puri,Delhi,₹1500,Psychiatrist,"M.D. (Psychiatry), MBBS"
Dr. Ratnarakshit Ingole,18 years experience overall,Saket,Delhi,₹1000,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Neha Salhotra,11 years experience overall,Rohini,Delhi,₹1000,Psychiatrist,"M.D. (Psychiatry), MBBS"
Dr. Sumit Kumar Gupta,19 years experience overall,Pitampura,Delhi,₹1200,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Shiraz,17 years experience overall,Okhla Industrial Estate,Delhi,₹1500,Psychiatrist,"MBBS, DNB - Psychiatry"
Dr. Anjali Nagpal,27 years experience overall,Vasant Kunj,Delhi,₹2000,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Gourav Gupta,15 years experience overall,Rohini Sector 8,Delhi,₹800,Psychiatrist,"MBBS, DNB - Psychiatry"
Dr. Desiree Saimbi,11 years experience overall,Jhandewalan,Delhi,₹1200,Psychiatrist,"MBBS, DNB - Psychiatry"
Dr. Akshara Mishra,11 years experience overall,Madhu Vihar,Delhi,₹900,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Raj Kumar Srivastava,28 years experience overall,Patparganj,Delhi,₹1500,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Khushboo Kansal,10 years experience overall,Paschim Vihar,Delhi,₹1000,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Madhusudan Singh Solanki,17 years experience overall,Saket,Delhi,₹1500,Psychiatrist,"M.D. (Psychiatry), MBBS"
Dr. Lav Kaushik,16 years experience overall,Malviya Nagar,Delhi,₹900,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Ananya Choudhury,19 years experience overall,Okhla,Delhi,₹1500,Psychiatrist,"M.D. (Psychiatry), MBBS"
Dr. Vishal Chhabra,23 years experience overall,Okhla,Delhi,₹1500,Psychiatrist,"MBBS, MRCPsych, M.D. (Psychiatry)"
Dr. Rajesh Mehta,45 years experience overall,Rajouri Garden,Delhi,₹1200,Psychiatrist,"M.D. (Psychiatry), MBBS"
Dr. Danish Hussain,11 years experience overall,Chattarpur,Delhi,₹2500,Psychiatrist,"M.D. (Psychiatry), MBBS, Master of Public Health (MPH)"
Dr. Anant Agarwal,10 years experience overall,Old Rajendra Nagar,Delhi,₹1500,Psychiatrist,"MBBS, M.D. (Psychiatry), DNB - Psychiatry"
Dr. Rahul Chandhok,25 years experience overall,Okhla,Delhi,₹1500,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Shraddha Chaudhary,10 years experience overall,Vasant Kunj,Delhi,₹1200,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Prashant Mishra,12 years experience overall,Naraina,Delhi,₹1600,Psychiatrist,"MBBS, DPM (Psychiatry)"
Dr. Sonal Vermani,11 years experience overall,Preet Vihar,Delhi,₹700,Psychiatrist,"MBBS, M.D. (Psychiatry)"
Dr. Gautam Banga,18 years experience overall,Greater Kailash Part 1,Delhi,₹1500,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery"
Dr. H.S.Bhatyal,51 years experience overall,Pusa Road,Delhi,₹1500,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery"
Dr. Parag Gupta,25 years experience overall,Janakpuri,Delhi,₹800,Urologist,"MBBS, MS - General Surgery, MCh - Urology"
Dr. Pragnesh Desai,19 years experience overall,Saket,Delhi,₹1000,Urologist,"MBBS, MS - General Surgery, DNB - General Surgery, DNB - Urology/Genito - Urinary Surgery"
Dr. Ashish Saini,20 years experience overall,Greater Kailash Part 1,Delhi,₹1100,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery"
Dr. Ankur Arya,13 years experience overall,Pusa Road,Delhi,₹1200,Urologist,"MBBS, MS - General Surgery, MCh - Urology, Fellowship in Laparoscopic and Robotic Surgical Oncology"
Dr. Rajat Arora,19 years experience overall,Shalimar Bagh,Delhi,₹600,Urologist,"MBBS, MS - General Surgery, MCh - Urology"
Dr. Rohit Kaushal,15 years experience overall,Saket,Delhi,₹800,Urologist,"MBBS, MS - General Surgery, MCh - Urology"
Dr. Vishal Dutt Gour,21 years experience overall,Greater Kailash Part 1,Delhi,₹1500,Urologist,"MBBS, MS - General Surgery, MCh - Urology"
Dr. Anant Kumar,43 years experience overall,Saket,Delhi,₹2000,Urologist,"MCh - Urology, MBBS, MS - General Surgery"
Dr. Gaurav Garg,12 years experience overall,Saket,Delhi,₹1000,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery"
Dr. Ruchir Maheshwari,22 years experience overall,Saket,Delhi,₹1200,Urologist,"MCh - Urology, MS - General Surgery, MBBS"
Dr. Anurag Puri,17 years experience overall,Vasant Kunj,Delhi,₹1000,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery"
Dr. Rajinder Yadav,50 years experience overall,Shalimar Bagh,Delhi,₹1500,Urologist,"MCh - Urology, MS - General Surgery, MBBS"
Dr. Yashdeep Rustagi,15 years experience overall,Shalimar Bagh,Delhi,₹800,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery"
Dr. Arun Antony,14 years experience overall,Vikas Puri,Delhi,₹1000,Urologist,"MBBS, MS - General Surgery, MCh - Urology"
Dr. Piyush Varshney,20 years experience overall,Vasundhra Enclave,Delhi,₹600,Urologist,"MBBS, Diploma in Urology"
Dr. Waheedu Zaman,29 years experience overall,Rohini,Delhi,₹900,Urologist,"MBBS, MS - General Surgery, MCh - Urology"
Dr. Harbinder Singh,19 years experience overall,Rohini Sector 3,Delhi,₹800,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery, DNB - Urology/Genito - Urinary Surgery, MNAMS - Urology"
Dr. Rajesh Taneja,37 years experience overall,Sarita Vihar,Delhi,₹1500,Urologist,"MBBS, MS - General Surgery, MCh - Urology"
Dr. Samit Chaturvedi,20 years experience overall,Vasant Kunj,Delhi,₹1200,Urologist,"MBBS, MS - General Surgery, Diploma in Urology"
Dr. Anish Kumar Gupta,18 years experience overall,Saket,Delhi,₹800,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery"
Dr. Vikas Jain,23 years experience overall,Safdarjung Enclave,Delhi,₹1500,Urologist,"MS - General Surgery, DNB - Urology/Genito - Urinary Surgery, MBBS"
Dr. Harwinder Singh Chauhan,27 years experience overall,Patparganj,Delhi,₹800,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery"
Dr. Suresh K Rawat,43 years experience overall,Patparganj,Delhi,₹1500,Urologist,"MBBS, MS - General Surgery, Diploma in Urology"
Dr. Ajit Saxena,36 years experience overall,Dwarka Sector 12,Delhi,₹2000,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery"
Dr. Anshuman Agarwal,27 years experience overall,Sarita Vihar,Delhi,₹1500,Urologist,"MBBS, DNB - General Surgery, DNB - Urology/Genito - Urinary Surgery"
Dr. Ashish Sabharwal,19 years experience overall,Shalimar Bagh,Delhi,₹1500,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery"
Dr. Aditya Pradhan,28 years experience overall,Sarita Vihar,Delhi,₹1500,Urologist,"MS - General Surgery, DNB - Urology/Genito - Urinary Surgery, MBBS"
Dr. Vipin Arora,36 years experience overall,Shalimar Bagh,Delhi,₹1500,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery"
Dr. Anjani Kumar Agrawal,28 years experience overall,Saket,Delhi,₹1800,Urologist,"MBBS, MS - General Surgery, MCh - Urology"
Dr. Sanjay Gogoi,25 years experience overall,Dwarka Sector 6,Delhi,₹1100,Urologist,"DNB - Urology/Genito - Urinary Surgery, MBBS, MS - General Surgery"
Dr. Anil Kumar Gulia,24 years experience overall,Okhla,Delhi,₹1500,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery, MCh - Urology"
Dr. Anupam Bhargava,34 years experience overall,Saket,Delhi,₹2200,Urologist,"MBBS, MS - General Surgery, MCh - Urology"
Dr. B L Bhan,56 years experience overall,Kilokri,Delhi,₹700,Urologist,"MCh - Urology/Genito-Urinary Surgery, MS - General Surgery, MBBS"
Dr. S K Pal,43 years experience overall,Greater Kailash Part 1,Delhi,₹1500,Urologist,"MBBS, MS - General Surgery, MCh - Urology"
Dr. Chandrakant Kar,25 years experience overall,Dwarka,Delhi,₹600,Urologist,"MBBS, MS - General Surgery, MCh - Urology"
Dr. Rohit Juneja,12 years experience overall,Paschim Vihar,Delhi,₹700,Urologist,"MBBS, MS - General Surgery, MCh - Urology"
Dr. Vimal Dassi,19 years experience overall,Patparganj,Delhi,₹1000,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery"
Dr. Yajvender Pratap Singh Rana,19 years experience overall,Pusa Road,Delhi,₹1200,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery"
Dr. Swatantra Rao,23 years experience overall,Vasant Vihar,Delhi,₹1000,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery, DNB - Urology/Genito - Urinary Surgery"
Dr. Pawan Kesarwani,34 years experience overall,Patparganj,Delhi,₹1000,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery"
Dr. (Prof.) Nayan Kumar,22 years experience overall,Safdarjung Enclave,Delhi,₹1000,Urologist,"MBBS, MS - General Surgery, MCh - Urology, DNB - Urology/Genito - Urinary Surgery"
Dr. Shailesh Chandra Sahay,36 years experience overall,Patparganj,Delhi,₹1200,Urologist,"MCh - Urology, MBBS, MS - General Surgery"
Dr. Pankaj Gaur,43 years experience overall,Patparganj,Delhi,₹1000,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery"
Dr. Mayank Gupta,15 years experience overall,Patparganj,Delhi,₹1000,Urologist,"MBBS, MS - General Surgery, MCh - Urology, DNB - Urology/Genito - Urinary Surgery"
Dr. Vijay Kumar,31 years experience overall,Saket,Delhi,₹1800,Urologist,"MCh - Urology, DNB - General Surgery, MBBS"
Dr. Paras Singhal,20 years experience overall,Mayur Vihar Ph-I,Delhi,₹800,Urologist,"MBBS, MS - General Surgery, MCh - Urology"
Dr. Ashutosh Kumar,10 years experience overall,Safdarjung Enclave,Delhi,₹1200,Urologist,"MBBS, MS - General Surgery, MCh - Urology"
Dr. Kunwara Vishal Singh,10 years experience overall,Safdarjung Enclave,Delhi,₹1200,Urologist,"MBBS, MS - General Surgery, MCh - Urology"
Dr. (Lt Gen) CS Narayanan,43 years experience overall,Dwarka Sector 6,Delhi,₹1100,Neurologist,"MBBS, MD - General Medicine, DM - Neurology"
Dr. Rajiv Anand,28 years experience overall,Pusa Road,Delhi,₹2000,Neurologist,"MBBS, DNB - Neurology, DM - Neurology"
Dr. Ramandeep S. Dang,48 years experience overall,Greater Kailash Part 1,Delhi,₹1500,Neurologist,"MBBS, MD - Medicine, DM - Neurology"
Dr. Vipin Satija,21 years experience overall,Ashok Vihar,Delhi,₹1000,Neurologist,"MBBS, MD - General Medicine, DM - Neurology"
Dr. P. N. Renjen,17 years experience overall,Sarita Vihar,Delhi,₹2000,Neurologist,"DM - Neurology, MBBS, MD - General Medicine"
Dr. Rohit Bansil,40 years experience overall,Pusa Road,Delhi,₹1500,Neurologist,"MBBS, Diplomate of American Board of Psychiatry and Neurology"
Dr. Sunilkumar Baranwal,44 years experience overall,Pitampura,Delhi,₹1100,Neurologist,"MD - Medicine, DM - Neurology, MBBS"
Dr. Amitabh Gupta,37 years experience overall,Vasant Kunj,Delhi,₹1400,Neurologist,"MBBS, DM - Neurology"
Dr. Col. Joy Dev Mukherji,6 years experience overall,Saket,Delhi,₹2000,Neurologist,"MBBS, MD - General Medicine, DM - Neurology"
Dr. Puneet Agarwal,17 years experience overall,Saket,Delhi,₹2200,Neurologist,"MBBS, DM - Neurology, MD - Medicine"
Dr. Himank Goyal,18 years experience overall,South Extension 2,Delhi,₹1200,Neurologist,"MBBS, MD - Neurology (USA)"
Dr. Shailesh Jain,34 years experience overall,Pitampura,Delhi,₹1200,Neurologist,"MBBS, MD - General Medicine, DM - Neurology"
Dr. Manoj Khanal,25 years experience overall,Pusa Road,Delhi,₹1200,Neurologist,"MBBS, MD - General Medicine, DM - Neurology"
Dr. Vinit Suri,16 years experience overall,Sarita Vihar,Delhi,₹2000,Neurologist,"MBBS, DM - Neurology, MD - General Medicine"
Dr. Vivek Kumar,30 years experience overall,Ashok Vihar Phase 1,Delhi,₹1200,Neurologist,"DM - Neurology, MD - Pediatrics, MD - Pathology, MBBS"
Dr. Rakesh Agrawal,14 years experience overall,Green Park,Delhi,₹2000,Neurologist,"MBBS, MCh - Neuro Surgery, FRCS - Neurosurgery, MS - General Surgery"
Dr. Anoop Kohli,21 years experience overall,Dwarka Sector 6,Delhi,₹1500,Neurologist,"MBBS, MD - General Medicine, DM - Neurology"
Dr. Mukesh Kumar,10 years experience overall,Dwarka Sector 19,Delhi,₹1600,Neurologist,"MBBS, MD - Medicine, DM - Neurology"
Dr. Charu Gauba,14 years experience overall,Sarita Vihar,Delhi,₹1500,Neurologist,"MBBS, DNB - Neurology, DNB - General Medicine"
Dr. Rajashekar Reddy,38 years experience overall,Patparganj,Delhi,₹2200,Neurologist,"MBBS, MD - General Medicine, DM - Neurology"
Dr. Lovelina Singh,40 years experience overall,Okhla,Delhi,₹800,Neurologist,"MBBS, MS - General Surgery, MCh - Neuro Surgery"
Dr. Mohit Goel,34 years experience overall,Dwarka Sector 19,Delhi,₹1200,Neurologist,"MBBS, DM - Neurology"
Dr. Chander Mohan Malhotra,24 years experience overall,Sarita Vihar,Delhi,₹1500,Neurologist,"MBBS, MD - General Medicine, DM - Neurology"
Dr. Dhruv Zutshi,32 years experience overall,Safdarjung Enclave,Delhi,₹900,Neurologist,"MBBS, MD - Medicine, DM - Neurology"
Dr. Rima khanna,11 years experience overall,Pusa Road,Delhi,₹1000,Neurologist,"MBBS, MD - General Medicine, DNB - Neurology"
Dr. Anand Kumar Saxena,17 years experience overall,Patparganj,Delhi,₹1400,Neurologist,"MBBS, MD - Medicine, DNB - General Medicine, DM - Neurology"
Dr. Rajesh Gupta,25 years experience overall,Shalimar Bagh,Delhi,₹1200,Neurologist,"MBBS, MD - Pharmacology and Therapeutics, DM - Neurology"
Dr. Anurag Saxena,23 years experience overall,Shalimar Bagh,Delhi,₹1100,Neurologist,"MBBS, MD - Medicine, Diplomate of American Board of Psychiatry and Neurology"
Dr. Bhaskar Shukla,24 years experience overall,Patparganj,Delhi,₹1200,Neurologist,"DM - Neurology, MD - Medicine, MBBS"
Dr. K K Jindal,38 years experience overall,Pusa Road,Delhi,₹1500,Neurologist,"MBBS, MD - General Medicine, DM - Neurology"
Dr. Khushbu Goel,16 years experience overall,Dwarka Sector 6,Delhi,₹1100,Neurologist,"MBBS, MD - General Medicine, DM - Neurology"
Dr. Vinit Banga,11 years experience overall,Pusa Road,Delhi,₹1700,Neurologist,"MBBS, MS - General Surgery, MCh - Neuro Surgery"
Dr. Nitin Sethi,24 years experience overall,Safdarjung Enclave,Delhi,₹2000,Neurologist,"MD - General Medicine, MBBS, DM - Neurology"
Dr. Kadam Nagpal,17 years experience overall,South Extension 2,Delhi,₹1200,Neurologist,"DM - Neurology, MBBS"
Dr. Shruti Jain,14 years experience overall,Rohini,Delhi,₹1000,Neurologist,"MBBS, MD - General Medicine, DM - Neurology"
Dr. Atul Prasad,38 years experience overall,Pusa Road,Delhi,₹2000,Neurologist,"MBBS, MS - General Surgery, MCh - Neuro Surgery"
Dr. Mukul Varma,39 years experience overall,Sarita Vihar,Delhi,₹2000,Neurologist,"MCh - Neuro Surgery, MS - General Surgery, MBBS"
Dr. Gautam Arora,14 years experience overall,Kamla Nagar,Delhi,₹1100,Neurologist,"MBBS, DNB - Neurosurgery"
Dr. L K Malhotra,37 years experience overall,Sheikh Sarai,Delhi,₹1800,Neurologist,"FRCP, DM - Neurology, MBBS"
Dr. Puja,11 years experience overall,Preet Vihar,Delhi,₹600,Neurologist,"MBBS, MD - General Medicine, DM - Neurology"
Dr. Amit Batra,23 years experience overall,Patparganj,Delhi,₹1000,Neurologist,"MBBS, MS - General Surgery, MCh - Neuro Surgery"
Dr. Sanjay Saxena,24 years experience overall,Patparganj,Delhi,₹1500,Neurologist,"MBBS, MD - Medicine, DM - Neurology"
Dr. Kumar Abhinav,10 years experience overall,Dwarka Sector 6,Delhi,₹1000,Neurologist,"MBBS, MD - Medicine, DM - Neurology"
